150,13.0
151,4.0
152,5.0
153,16.0
154,10.0
155,16.0
156,3.0
157,3.0
158,10.0
159,14.0
160,8.0
161,11.0
162,5.0
163,3.0
164,6.0
165,9.0
166,11.0
167,4.0
168,4.0
169,8.0
170,7.0
171,16.0
172,8.0
173,10.0
174,6.0
175,16.0
176,7.0
177,15.0
178,10.0
179,12.0
180,7.0
181,11.0
182,7.0
183,10.0
184,8.0
185,7.0
186,11.0
187,13.0
188,3.0
189,5.0
190,11.0
191,3.0
192,9.0
193,6.0
194,1.0
195,7.0
196,7.0
197,17.0
198,7.0
199,18.0
200,9.0
201,5.0
202,7.0
203,3.0
204,6.0
205,3.0
206,11.0
207,7.0
208,12.0
209,4.0
210,4.0
211,6.0
212,3.0
213,6.0
214,17.0
215,18.0
216,4.0
217,15.0
218,2.0
219,8.0
220,4.0
221,12.0
222,9.0
223,8.0
224,18.0
225,8.0
226,5.0
227,7.0
228,17.0
229,3.0
230,6.0
231,11.0
232,10.0
233,8.0
234,10.0
235,4.0
236,6.0
237,6.0
238,13.0
239,12.0
240,4.0
241,11.0
242,6.0
243,7.0
244,4.0
245,11.0
246,12.0
247,7.0
248,10.0
249,3.0
250,9.0
251,6.0
252,5.0
253,6.0
254,3.0
255,6.0
256,8.0
257,10.0
258,1.0
259,11.0
260,11.0
261,6.0
262,2.0
263,6.0
264,9.0
265,7.0
266,5.0
267,5.0
268,5.0
269,9.0
270,8.0
271,2.0
272,1.0
273,13.0
274,6.0
275,10.0
276,10.0
277,3.0
278,8.0
279,5.0
280,9.0
281,15.0
282,5.0
283,6.0
284,15.0
285,10.0
286,15.0
287,4.0
288,12.0
289,7.0
290,6.0
291,7.0
292,11.0
293,9.0
294,2.0
295,17.0
296,4.0
297,8.0
298,8.0
299,3.0
300,8.0
301,16.0
302,9.0
303,4.0
304,8.0
305,2.0
306,15.0
307,10.0
308,18.0
309,7.0
310,10.0
311,7.0
312,10.0
313,6.0
314,8.0
315,16.0
316,4.0
317,9.0
318,11.0
319,14.0
320,4.0
321,11.0
322,2.0
323,9.0
324,16.0
325,14.0
326,5.0
327,12.0
328,6.0
329,5.0
330,13.0
331,5.0
332,8.0
333,11.0
334,7.0
335,6.0
336,4.0
337,8.0
338,6.0
339,10.0
340,8.0
341,7.0
342,12.0
343,6.0
344,13.0
345,4.0
346,6.0
347,12.0
348,14.0
349,5.0
350,9.0
351,3.0
352,15.0
353,6.0
354,10.0
355,7.0
356,8.0
357,6.0
358,9.0
359,3.0
360,2.0
361,9.0
362,6.0
363,4.0
364,5.0
365,7.0
366,11.0
367,13.0
368,8.0
369,7.0
370,6.0
371,14.0
372,16.0
373,6.0
374,6.0
375,11.0
376,12.0
377,6.0
378,17.0
379,7.0
380,7.0
381,11.0
382,10.0
383,9.0
384,11.0
385,7.0
386,14.0
387,7.0
388,12.0
389,4.0
390,9.0
391,12.0
392,4.0
393,9.0
394,6.0
395,6.0
396,2.0
397,11.0
398,9.0
399,5.0
400,12.0
401,8.0
402,14.0
403,7.0
404,7.0
405,11.0
406,8.0
407,17.0
408,7.0
409,7.0
410,9.0
411,1.0
412,13.0
413,4.0
414,9.0
415,19.0
416,10.0
417,4.0
418,11.0
419,5.0
420,9.0
421,5.0
422,12.0
423,8.0
424,3.0
425,11.0
426,6.0
427,13.0
428,5.0
429,6.0
430,17.0
431,7.0
432,9.0
433,9.0
434,17.0
435,5.0
436,3.0
437,13.0
438,7.0
439,3.0
440,4.0
441,3.0
442,11.0
443,5.0
444,17.0
445,12.0
446,6.0
447,7.0
448,6.0
449,9.0
450,7.0
451,4.0
452,10.0
453,4.0
454,6.0
455,1.0
456,4.0
457,13.0
458,5.0
459,9.0
460,14.0
461,6.0
462,1.0
463,8.0
464,17.0
465,6.0
466,1.0
467,7.0
468,17.0
469,6.0
470,4.0
471,8.0
472,6.0
473,10.0
474,8.0
475,9.0
476,5.0
477,3.0
478,11.0
479,15.0
480,15.0
481,7.0
482,5.0
483,3.0
484,11.0
485,9.0
486,5.0
487,1.0
488,10.0
489,19.0
490,9.0
491,13.0
492,4.0
493,2.0
494,7.0
495,6.0
496,5.0
497,6.0
498,9.0
499,13.0
500,5.0
501,3.0
502,10.0
503,3.0
504,6.0
505,6.0
506,4.0
507,3.0
508,9.0
509,4.0
510,10.0
511,5.0
512,15.0
513,16.0
514,12.0
515,5.0
516,2.0
517,12.0
518,5.0
519,4.0
520,8.0
521,14.0
522,9.0
523,4.0
524,10.0
525,5.0
526,4.0
527,9.0
528,6.0
529,1.0
530,5.0
531,8.0
532,15.0
533,2.0
534,6.0
535,3.0
536,6.0
537,4.0
538,3.0
539,9.0
540,5.0
541,14.0
542,4.0
543,15.0
544,11.0
545,6.0
546,6.0
547,9.0
548,12.0
549,13.0
550,17.0
551,11.0
552,3.0
553,10.0
554,9.0
555,17.0
556,10.0
557,4.0
558,4.0
559,10.0
560,11.0
561,8.0
562,6.0
563,6.0
564,6.0
565,7.0
566,4.0
567,4.0
568,6.0
569,7.0
570,7.0
571,3.0
572,3.0
573,8.0
574,11.0
575,9.0
576,18.0
577,10.0
578,9.0
579,6.0
580,7.0
581,6.0
582,11.0
583,8.0
584,14.0
585,6.0
586,7.0
587,1.0
588,7.0
589,2.0
590,5.0
591,8.0
592,8.0
593,7.0
594,12.0
595,15.0
596,13.0
597,7.0
598,15.0
599,11.0
600,2.0
601,5.0
602,9.0
603,8.0
604,5.0
605,12.0
606,10.0
607,8.0
608,5.0
609,4.0
610,7.0
611,4.0
612,7.0
613,2.0
614,9.0
615,10.0
616,6.0
617,3.0
618,17.0
619,15.0
620,12.0
621,1.0
622,2.0
623,6.0
624,18.0
625,17.0
626,5.0
627,7.0
628,1.0
629,8.0
630,10.0
631,15.0
632,5.0
633,11.0
634,16.0
635,8.0
636,6.0
637,6.0
638,4.0
639,9.0
640,5.0
641,17.0
642,4.0
643,6.0
644,4.0
645,3.0
646,18.0
647,6.0
648,7.0
649,5.0
650,9.0
651,14.0
652,5.0
653,9.0
654,13.0
655,6.0
656,14.0
657,15.0
658,6.0
659,16.0
660,6.0
661,11.0
662,6.0
663,11.0
664,16.0
665,5.0
666,7.0
667,7.0
668,5.0
669,7.0
670,10.0
671,4.0
672,10.0
673,12.0
674,4.0
675,1.0
676,11.0
677,10.0
678,16.0
679,9.0
680,10.0
681,9.0
682,8.0
683,9.0
684,16.0
685,9.0
686,7.0
687,18.0
688,3.0
689,10.0
690,3.0
691,12.0
692,7.0
693,7.0
694,13.0
695,5.0
696,10.0
697,19.0
698,8.0
699,5.0
700,7.0
701,11.0
702,10.0
703,7.0
704,10.0
705,7.0
706,13.0
707,16.0
708,19.0
709,4.0
710,8.0
711,11.0
712,4.0
713,12.0
714,9.0
715,7.0
716,2.0
717,12.0
718,5.0
719,12.0
720,8.0
721,11.0
722,16.0
723,4.0
724,13.0
725,8.0
726,6.0
727,5.0
728,8.0
729,14.0
730,8.0
731,6.0
732,8.0
733,5.0
734,6.0
735,5.0
736,2.0
737,5.0
738,8.0
739,11.0
740,14.0
741,5.0
742,2.0
743,7.0
744,3.0
745,17.0
746,2.0
747,9.0
748,9.0
749,9.0
750,9.0
751,2.0
752,11.0
753,11.0
754,11.0
755,15.0
756,7.0
757,8.0
758,12.0
759,19.0
760,14.0
761,7.0
762,13.0
763,12.0
764,16.0
765,17.0
766,8.0
767,8.0
768,17.0
769,7.0
770,4.0
771,6.0
772,9.0
773,8.0
774,5.0
775,13.0
776,8.0
777,6.0
778,16.0
779,8.0
780,1.0
781,7.0
782,7.0
783,7.0
784,10.0
785,10.0
786,7.0
787,3.0
788,10.0
789,16.0
790,9.0
791,3.0
792,9.0
793,3.0
794,6.0
795,3.0
796,4.0
797,3.0
798,11.0
799,1.0
800,6.0
801,6.0
802,8.0
803,15.0
804,7.0
805,7.0
806,4.0
807,5.0
808,1.0
809,1.0
810,6.0
811,8.0
812,12.0
813,7.0
814,11.0
815,7.0
816,10.0
817,5.0
818,5.0
819,9.0
820,5.0
821,4.0
822,11.0
823,15.0
824,4.0
825,7.0
826,7.0
827,10.0
828,12.0
829,16.0
830,5.0
831,5.0
832,9.0
833,12.0
834,9.0
835,6.0
836,6.0
837,13.0
838,4.0
839,6.0
840,9.0
841,9.0
842,16.0
843,8.0
844,3.0
845,18.0
846,5.0
847,4.0
848,8.0
849,7.0
850,10.0
851,8.0
852,14.0
853,8.0
854,2.0
855,12.0
856,10.0
857,12.0
858,4.0
859,5.0
860,9.0
861,13.0
862,8.0
863,9.0
864,1.0
865,8.0
866,1.0
867,10.0
868,8.0
869,5.0
870,9.0
871,10.0
872,11.0
873,16.0
874,11.0
875,5.0
876,3.0
877,6.0
878,3.0
879,7.0
880,3.0
881,7.0
882,14.0
883,5.0
884,13.0
885,5.0
886,12.0
887,12.0
888,9.0
889,8.0
890,11.0
891,8.0
892,10.0
893,3.0
894,8.0
895,9.0
896,17.0
897,5.0
898,3.0
899,7.0
900,4.0
901,2.0
902,13.0
903,4.0
904,3.0
905,9.0
906,2.0
907,5.0
908,7.0
909,5.0
910,10.0
911,16.0
912,11.0
913,8.0
914,11.0
915,7.0
916,7.0
917,7.0
918,10.0
919,6.0
920,5.0
921,5.0
922,6.0
923,10.0
924,8.0
925,13.0
926,13.0
927,6.0
928,5.0
929,6.0
930,8.0
931,7.0
932,9.0
933,3.0
934,12.0
935,11.0
936,7.0
937,9.0
938,4.0
939,5.0
940,7.0
941,10.0
942,11.0
943,11.0
944,5.0
945,13.0
946,7.0
947,16.0
948,13.0
949,16.0
950,14.0
951,9.0
952,14.0
953,5.0
954,5.0
955,5.0
956,14.0
957,8.0
958,7.0
959,6.0
960,10.0
961,4.0
962,7.0
963,10.0
964,10.0
965,11.0
966,7.0
967,4.0
968,6.0
969,4.0
970,7.0
971,7.0
972,4.0
973,5.0
974,14.0
975,16.0
976,2.0
977,12.0
978,15.0
979,6.0
980,9.0
981,8.0
982,6.0
983,6.0
984,3.0
985,14.0
986,7.0
987,18.0
988,9.0
989,6.0
990,7.0
991,11.0
992,15.0
993,4.0
994,11.0
995,18.0
996,6.0
997,7.0
998,2.0
999,4.0
1000,5.0
1001,5.0
1002,18.0
1003,8.0
1004,2.0
1005,9.0
1006,16.0
1007,8.0
1008,13.0
1009,7.0
1010,8.0
1011,17.0
1012,10.0
1013,6.0
1014,13.0
1015,8.0
1016,1.0
1017,6.0
1018,6.0
1019,8.0
1020,12.0
1021,3.0
1022,10.0
1023,8.0
1024,10.0
1025,18.0
1026,13.0
1027,12.0
1028,5.0
1029,4.0
1030,4.0
1031,10.0
1032,3.0
1033,10.0
1034,10.0
1035,3.0
1036,9.0
1037,7.0
1038,2.0
1039,2.0
1040,12.0
1041,17.0
1042,10.0
1043,13.0
1044,14.0
1045,7.0
1046,3.0
1047,8.0
1048,9.0
1049,6.0
1050,10.0
1051,8.0
1052,5.0
1053,6.0
1054,7.0
1055,7.0
1056,12.0
1057,13.0
1058,3.0
1059,8.0
1060,18.0
1061,14.0
1062,5.0
1063,7.0
1064,10.0
1065,4.0
1066,3.0
1067,10.0
1068,6.0
1069,12.0
1070,11.0
1071,15.0
1072,2.0
1073,7.0
1074,11.0
1075,15.0
1076,7.0
1077,9.0
1078,6.0
1079,18.0
1080,4.0
1081,5.0
1082,10.0
1083,6.0
1084,7.0
1085,5.0
1086,5.0
1087,5.0
1088,4.0
1089,3.0
1090,7.0
1091,7.0
1092,18.0
1093,15.0
1094,5.0
1095,6.0
1096,14.0
1097,7.0
1098,7.0
1099,3.0
1100,2.0
1101,13.0
1102,15.0
1103,7.0
1104,13.0
1105,9.0
1106,15.0
1107,6.0
1108,12.0
1109,3.0
1110,6.0
1111,15.0
1112,8.0
1113,15.0
1114,5.0
1115,4.0
1116,15.0
1117,6.0
1118,6.0
1119,7.0
1120,5.0
1121,9.0
1122,8.0
1123,18.0
1124,5.0
1125,8.0
1126,5.0
1127,8.0
1128,10.0
1129,4.0
1130,5.0
1131,2.0
1132,12.0
1133,3.0
1134,5.0
1135,4.0
1136,6.0
1137,1.0
1138,6.0
1139,3.0
1140,9.0
1141,3.0
1142,3.0
1143,9.0
1144,8.0
1145,11.0
1146,6.0
1147,7.0
1148,12.0
1149,5.0
1150,11.0
1151,11.0
1152,16.0
1153,5.0
1154,12.0
1155,6.0
1156,6.0
1157,16.0
1158,21.0
1159,13.0
1160,8.0
1161,3.0
1162,7.0
1163,8.0
1164,2.0
1165,5.0
1166,10.0
1167,2.0
1168,12.0
1169,11.0
1170,7.0
1171,19.0
1172,8.0
1173,6.0
1174,15.0
1175,7.0
1176,4.0
1177,8.0
1178,14.0
1179,12.0
1180,6.0
1181,9.0
1182,3.0
1183,17.0
1184,8.0
1185,9.0
1186,9.0
1187,15.0
1188,9.0
1189,12.0
1190,10.0
1191,18.0
1192,10.0
1193,11.0
1194,2.0
1195,6.0
1196,2.0
1197,7.0
1198,18.0
1199,10.0
1200,7.0
1201,10.0
1,17.0
2,11.0
3,13.0
